Question ID,content,answer,correct_format,coerce,Reasoning,Answer,A,B,C,D,correct_answer,model,dataset
11,"{
""Reasoning"": ""The passage introduces the bridge as an 'admirable vantage ground for us to make a survey' and immediately shifts focus to the 'procession-the procession of the sons of educated men.' This clearly establishes the bridge's purpose as a strategic observation point for viewing the central subject of the essay. While it initially mentions the bridge as a place for 'dreaming,' it quickly states, 'But not now,' negating reflection as the current reason."",
""Answer"": ""B"",
""A"": 0.05,
""B"": 0.9,
""C"": 0.03,
""D"": 0.02
}",B,True,True,"The passage introduces the bridge as an 'admirable vantage ground for us to make a survey' and immediately shifts focus to the 'procession-the procession of the sons of educated men.' This clearly establishes the bridge's purpose as a strategic observation point for viewing the central subject of the essay. While it initially mentions the bridge as a place for 'dreaming,' it quickly states, 'But not now,' negating reflection as the current reason.",B,0.05,0.9,0.03,0.02,B,gemini-2.5-flash,sat_en
12,"{
""Reasoning"": ""The passage clearly states that for the past twenty years, the 'daughters of educated men' (the narrator and her peers) are now 'trapesing along at the tail end of the procession,' whereas before they only observed it. This signifies that the procession, representing public life and professions, has become less exclusionary, allowing women to join its ranks."",
""Answer"": ""D"",
""A"": 0.05,
""B"": 0.05,
""C"": 0.05,
""D"": 0.85
}",D,True,True,"The passage clearly states that for the past twenty years, the 'daughters of educated men' (the narrator and her peers) are now 'trapesing along at the tail end of the procession,' whereas before they only observed it. This signifies that the procession, representing public life and professions, has become less exclusionary, allowing women to join its ranks.",D,0.05,0.05,0.05,0.85,D,gemini-2.5-flash,sat_en
13,"{
""Reasoning"": ""Passage 1 explicitly states that space mining firms 'may be meeting earthly demands for precious metals, such as platinum and gold, and the rare earth elements vital for personal electronics' (lines 18-22). This directly indicates that space mining could provide materials important to Earth's economy. The other options are either not supported or contradicted by Passage 1."",
""Answer"": ""A"",
""A"": 1.0,
""B"": 0.0,
""C"": 0.0,
""D"": 0.0
}",A,True,True,"Passage 1 explicitly states that space mining firms 'may be meeting earthly demands for precious metals, such as platinum and gold, and the rare earth elements vital for personal electronics' (lines 18-22). This directly indicates that space mining could provide materials important to Earth's economy. The other options are either not supported or contradicted by Passage 1.",A,1.0,0.0,0.0,0.0,A,gemini-2.5-flash,sat_en
14,"{
""Reasoning"": ""Passage 2 acknowledges the potential benefits of space mining but immediately shifts focus to the need for caution. Phrases like 'pause for thought' and 'consequences...merit careful consideration' highlight the central claim. The passage then elaborates on ethical, environmental, and legal issues, emphasizing the importance of considering these factors and establishing frameworks before full-scale implementation. Option B best encapsulates this cautionary and thoughtful approach."",
""Answer"": ""B"",
""A"": 0.05,
""B"": 0.9,
""C"": 0.02,
""D"": 0.03
}",B,True,True,"Passage 2 acknowledges the potential benefits of space mining but immediately shifts focus to the need for caution. Phrases like 'pause for thought' and 'consequences...merit careful consideration' highlight the central claim. The passage then elaborates on ethical, environmental, and legal issues, emphasizing the importance of considering these factors and establishing frameworks before full-scale implementation. Option B best encapsulates this cautionary and thoughtful approach.",B,0.05,0.9,0.02,0.03,B,gemini-2.5-flash,sat_en
15,"{
""Reasoning"": ""Passage 1 introduces the emerging reality of space mining, detailing companies, technologies, and potential benefits. Passage 2 acknowledges these developments but then immediately shifts to express concerns and raise critical questions about the environmental impact, ethical considerations, and the lack of legal and regulatory frameworks. Thus, Passage 2 primarily expresses reservations about the future implications of the activities discussed in Passage 1."",
""Answer"": ""D"",
""A"": 0.05,
""B"": 0.05,
""C"": 0.1,
""D"": 0.8
}",D,True,True,"Passage 1 introduces the emerging reality of space mining, detailing companies, technologies, and potential benefits. Passage 2 acknowledges these developments but then immediately shifts to express concerns and raise critical questions about the environmental impact, ethical considerations, and the lack of legal and regulatory frameworks. Thus, Passage 2 primarily expresses reservations about the future implications of the activities discussed in Passage 1.",D,0.05,0.05,0.1,0.8,D,gemini-2.5-flash,sat_en
16,"{
""Reasoning"": ""Passage 1 initially discusses precious metals for Earth's demands but then highlights water as the 'most desired commodity' in space, emphasizing its utility for space-based projects over gold, implying a different valuation. Passage 2 explicitly states, 'The resources that are valuable in orbit and beyond may be very different to those we prize on Earth.' Thus, the point that valuable space resources may differ from Earth's is implicit in Passage 1 and explicit in Passage 2."",
""Answer"": ""A"",
""A"": 1.0,
""B"": 0.0,
""C"": 0.0,
""D"": 0.0
}",A,True,True,"Passage 1 initially discusses precious metals for Earth's demands but then highlights water as the 'most desired commodity' in space, emphasizing its utility for space-based projects over gold, implying a different valuation. Passage 2 explicitly states, 'The resources that are valuable in orbit and beyond may be very different to those we prize on Earth.' Thus, the point that valuable space resources may differ from Earth's is implicit in Passage 1 and explicit in Passage 2.",A,1.0,0.0,0.0,0.0,A,gemini-2.5-flash,sat_en
17,"{
""Reasoning"": ""The narrator consistently uses first-person plural pronouns like 'us' and 'we' to describe the students in the one-room schoolhouse. Furthermore, the narrator explicitly mentions 'my momma' and 'my little brother Ralphord' as being part of the school context, strongly indicating a child's perspective within the student body. The detailed knowledge of classroom events, fellow students, and Miss Spivey's interactions points directly to the narrator being one of her former students."",
""Answer"": ""A"",
""A"": 1.0,
""B"": 0.0,
""C"": 0.0,
""D"": 0.0
}",A,True,True,"The narrator consistently uses first-person plural pronouns like 'us' and 'we' to describe the students in the one-room schoolhouse. Furthermore, the narrator explicitly mentions 'my momma' and 'my little brother Ralphord' as being part of the school context, strongly indicating a child's perspective within the student body. The detailed knowledge of classroom events, fellow students, and Miss Spivey's interactions points directly to the narrator being one of her former students.",A,1.0,0.0,0.0,0.0,A,gemini-2.5-flash,sat_en
18,"{
""Reasoning"": ""The passage consistently portrays Threestep as a small, underdeveloped place. It explicitly states Miss Spivey was sent there because she wanted to teach in 'the poorest, darkest, most remote and forgotten corner of America.' Further evidence includes the 'hard times' in 1938 and the 'one room' school serving 'seven grade levels,' all strongly indicating a small, rural setting, not a retreat, university town, or suburb."",
""Answer"": ""B"",
""A"": 0.05,
""B"": 0.9,
""C"": 0.02,
""D"": 0.03
}",B,True,True,"The passage consistently portrays Threestep as a small, underdeveloped place. It explicitly states Miss Spivey was sent there because she wanted to teach in 'the poorest, darkest, most remote and forgotten corner of America.' Further evidence includes the 'hard times' in 1938 and the 'one room' school serving 'seven grade levels,' all strongly indicating a small, rural setting, not a retreat, university town, or suburb.",B,0.05,0.9,0.02,0.03,B,gemini-2.5-flash,sat_en
19,"{
""Reasoning"": ""The passage explicitly states that Miss Spivey's remark about the Georgia heat being \""nothing\"" compared to Timbuktu \""irritated some of the people.\"" It further explains that \""When folks are sweating through their shorts, they don't like to hear that this is nothing compared to someplace else.\"" This directly indicates that the people felt their discomfort was being minimized or dismissed, leading to resentment."",
""Answer"": ""D"",
""A"": 0.05,
""B"": 0.05,
""C"": 0.05,
""D"": 0.85
}",D,True,True,"The passage explicitly states that Miss Spivey's remark about the Georgia heat being ""nothing"" compared to Timbuktu ""irritated some of the people."" It further explains that ""When folks are sweating through their shorts, they don't like to hear that this is nothing compared to someplace else."" This directly indicates that the people felt their discomfort was being minimized or dismissed, leading to resentment.",D,0.05,0.05,0.05,0.85,D,gemini-2.5-flash,sat_en
20,"{
""Reasoning"": ""Ralphord's question about \""Barnyard College\"" prompts Miss Spivey to explain Barnard College and then state she \""expected, we all had heard\"" of Columbia University. This reveals her assumption that these rural children possess knowledge of prestigious New York institutions, suggesting an exaggerated view of their common knowledge. Her later avoidance of Ralphord's eye reinforces this dynamic."",
""Answer"": ""A"",
""A"": 0.9,
""B"": 0.03,
""C"": 0.05,
""D"": 0.02
}",A,True,True,"Ralphord's question about ""Barnyard College"" prompts Miss Spivey to explain Barnard College and then state she ""expected, we all had heard"" of Columbia University. This reveals her assumption that these rural children possess knowledge of prestigious New York institutions, suggesting an exaggerated view of their common knowledge. Her later avoidance of Ralphord's eye reinforces this dynamic.",A,0.9,0.03,0.05,0.02,A,gemini-2.5-flash,sat_en
21,"{
""Reasoning"": ""The passage explicitly states that after being inspired by John Dewey, Miss Spivey 'told a cheery blue-suited woman from the WPA that she wanted to bring democracy and education to the poorest... America. They sent her to Threestep, Georgia.' This directly links her conversation with the WPA to her assignment in Threestep."",
""Answer"": ""C"",
""A"": 0.05,
""B"": 0.1,
""C"": 0.8,
""D"": 0.05
}",C,True,True,"The passage explicitly states that after being inspired by John Dewey, Miss Spivey 'told a cheery blue-suited woman from the WPA that she wanted to bring democracy and education to the poorest... America. They sent her to Threestep, Georgia.' This directly links her conversation with the WPA to her assignment in Threestep.",C,0.05,0.1,0.8,0.05,C,gemini-2.5-flash,sat_en
22,"{
""Reasoning"": ""When Miss Spivey announced she saw camels, the students \""could not\"" guess what she saw and \""hung there for a minute, thinking hard.\"" This suggests confusion or lack of immediate comprehension. Mavis Davis then had to explain by referencing the 'three kings,' indicating the students were baffled by the concept of camels rather than delighted, fascinated, or worried."",
""Answer"": ""C"",
""A"": 0.05,
""B"": 0.05,
""C"": 0.90,
""D"": 0.00
}",C,True,True,"When Miss Spivey announced she saw camels, the students ""could not"" guess what she saw and ""hung there for a minute, thinking hard."" This suggests confusion or lack of immediate comprehension. Mavis Davis then had to explain by referencing the 'three kings,' indicating the students were baffled by the concept of camels rather than delighted, fascinated, or worried.",C,0.05,0.05,0.9,0.0,C,gemini-2.5-flash,sat_en
23,"{
""Reasoning"": ""The passage states that in the early 1990s, sensations of pressure and vibration were believed to travel 'only along myelinated, fast-signaling nerve fibers'. Therefore, if fast fibers were blocked, the textbook authors would expect the ability to perceive vibrations to be impaired, as these sensations were solely attributed to fast fibers at that time. Other options contradict the stated beliefs or are not supported by the text."",
""Answer"": ""D"",
""A"": 0.05,
""B"": 0.05,
""C"": 0.05,
""D"": 0.85
}",D,True,True,"The passage states that in the early 1990s, sensations of pressure and vibration were believed to travel 'only along myelinated, fast-signaling nerve fibers'. Therefore, if fast fibers were blocked, the textbook authors would expect the ability to perceive vibrations to be impaired, as these sensations were solely attributed to fast fibers at that time. Other options contradict the stated beliefs or are not supported by the text.",D,0.05,0.05,0.05,0.85,D,gemini-2.5-flash,sat_en
24,"{
""Reasoning"": ""The passage states that prior to 1993, pressure was believed to be sensed only by fast fibers. Olausson's 1993 experiment, by gently brushing subjects' arms, found 'two different signals, one immediate and one delayed.' The delayed signal was from slow, unmyelinated fibers responding to gentle touch, confirming that gentle pressure activates both fast and slow fibers, contradicting the previous understanding. Thus, option C is directly supported."",
""Answer"": ""C"",
""A"": 0.05,
""B"": 0.05,
""C"": 0.85,
""D"": 0.05
}",C,True,True,"The passage states that prior to 1993, pressure was believed to be sensed only by fast fibers. Olausson's 1993 experiment, by gently brushing subjects' arms, found 'two different signals, one immediate and one delayed.' The delayed signal was from slow, unmyelinated fibers responding to gentle touch, confirming that gentle pressure activates both fast and slow fibers, contradicting the previous understanding. Thus, option C is directly supported.",C,0.05,0.05,0.85,0.05,C,gemini-2.5-flash,sat_en
25,"{
""Reasoning"": ""The passage states that in 1999, the group 'looked more closely at the characteristics of the slow fibers.' It then details how they named them 'C-tactile' fibers due to their 'exquisite sensitivity' to slow, gentle tactile stimulation and 'unresponsiveness to noxious stimuli.' This directly describes the precise nature of the sensations these fibers convey, which was the focus of the 1999 investigation."",
""Answer"": ""A"",
""A"": 0.95,
""B"": 0.02,
""C"": 0.01,
""D"": 0.02
}",A,True,True,"The passage states that in 1999, the group 'looked more closely at the characteristics of the slow fibers.' It then details how they named them 'C-tactile' fibers due to their 'exquisite sensitivity' to slow, gentle tactile stimulation and 'unresponsiveness to noxious stimuli.' This directly describes the precise nature of the sensations these fibers convey, which was the focus of the 1999 investigation.",A,0.95,0.02,0.01,0.02,A,gemini-2.5-flash,sat_en
26,"{
""Reasoning"": ""The passage explicitly states that during gentle brushing, 'In normal subjects, both the somatosensory and insular cortices were activated, but only the insular cortex...was active when researchers brushed G.L.'s arm.' This directly indicates a difference in the number of brain cortices activated between G.L. and other subjects."",
""Answer"": ""A"",
""A"": 1.0,
""B"": 0.0,
""C"": 0.0,
""D"": 0.0
}",A,True,True,"The passage explicitly states that during gentle brushing, 'In normal subjects, both the somatosensory and insular cortices were activated, but only the insular cortex...was active when researchers brushed G.L.'s arm.' This directly indicates a difference in the number of brain cortices activated between G.L. and other subjects.",A,1.0,0.0,0.0,0.0,A,gemini-2.5-flash,sat_en
27,"{
""Reasoning"": ""The passage states that functional MRI studies on patient G.L. showed only the insular cortex (which processes emotion) was active when researchers brushed her arm to activate CT fibers. This \""solidified the notion that CT fibers convey a more emotional quality of touch,\"" and that they \""specifically provide pleasurable sensations.\"" Thus, the activation of CT fibers leads to an emotional aspect of touch."",
""Answer"": ""B"",
""A"": 0.05,
""B"": 0.9,
""C"": 0.03,
""D"": 0.02
}",B,True,True,"The passage states that functional MRI studies on patient G.L. showed only the insular cortex (which processes emotion) was active when researchers brushed her arm to activate CT fibers. This ""solidified the notion that CT fibers convey a more emotional quality of touch,"" and that they ""specifically provide pleasurable sensations."" Thus, the activation of CT fibers leads to an emotional aspect of touch.",B,0.05,0.9,0.03,0.02,B,gemini-2.5-flash,sat_en
28,"{
""Reasoning"": ""Beveridge repeatedly states that the land, people, and history of the United States are things 'God has given us,' 'He has planted,' or 'bestowed upon His chosen people.' This directly supports the conclusion that he considers the nation's resources and immensity a divine gift."",
""Answer"": ""C"",
""A"": 0.05,
""B"": 0.05,
""C"": 0.85,
""D"": 0.05
}",C,True,True,"Beveridge repeatedly states that the land, people, and history of the United States are things 'God has given us,' 'He has planted,' or 'bestowed upon His chosen people.' This directly supports the conclusion that he considers the nation's resources and immensity a divine gift.",C,0.05,0.05,0.85,0.05,C,gemini-2.5-flash,sat_en
29,"{
""Reasoning"": ""Bryan explicitly states that \""God himself who placed in every human heart the love of liberty\"" and that no race would \""welcome a foreign master.\"" This indicates that he views the desire for national sovereignty and self-rule as an inherent, divinely-implanted characteristic in all humans, rather than merely a reaction to external factors or specific historical events."",
""Answer"": ""D"",
""A"": 0.05,
""B"": 0.1,
""C"": 0.05,
""D"": 0.8
}",D,True,True,"Bryan explicitly states that ""God himself who placed in every human heart the love of liberty"" and that no race would ""welcome a foreign master."" This indicates that he views the desire for national sovereignty and self-rule as an inherent, divinely-implanted characteristic in all humans, rather than merely a reaction to external factors or specific historical events.",D,0.05,0.1,0.05,0.8,D,gemini-2.5-flash,sat_en
30,"{
""Reasoning"": ""Beveridge (Passage 1) explicitly praises the 'glorious history' of the US, citing the Liberty Bell, statesmen, and soldiers as evidence of a divinely guided past leading to its imperial destiny. Bryan (Passage 2), while opposing imperialism, consistently invokes foundational American historical figures like Patrick Henry, Jefferson, Washington, and Lincoln, and the Declaration of Independence, arguing that their principles of liberty and self-government are central to the nation's history and should guide its actions. Thus, both admire the nation's origins and historical legacy."",
""Answer"": ""A"",
""A"": 0.95,
""B"": 0.01,
""C"": 0.02,
""D"": 0.02
}",A,True,True,"Beveridge (Passage 1) explicitly praises the 'glorious history' of the US, citing the Liberty Bell, statesmen, and soldiers as evidence of a divinely guided past leading to its imperial destiny. Bryan (Passage 2), while opposing imperialism, consistently invokes foundational American historical figures like Patrick Henry, Jefferson, Washington, and Lincoln, and the Declaration of Independence, arguing that their principles of liberty and self-government are central to the nation's history and should guide its actions. Thus, both admire the nation's origins and historical legacy.",A,0.95,0.01,0.02,0.02,A,gemini-2.5-flash,sat_en
31,"{
""Reasoning"": ""Beveridge (Passage 1) presents American liberty as a superior, divinely-granted attribute that justifies expanding US influence and control over other regions for their benefit, essentially spreading American civilization. Bryan (Passage 2), however, argues that true liberty is self-government, inherent in all people, and that imperial expansion, even in liberty's name, betrays this principle and threatens to undermine liberty within the US itself. Option B accurately captures this core divergence."",
""Answer"": ""B"",
""A"": 0.05,
""B"": 0.9,
""C"": 0.03,
""D"": 0.02
}",B,True,True,"Beveridge (Passage 1) presents American liberty as a superior, divinely-granted attribute that justifies expanding US influence and control over other regions for their benefit, essentially spreading American civilization. Bryan (Passage 2), however, argues that true liberty is self-government, inherent in all people, and that imperial expansion, even in liberty's name, betrays this principle and threatens to undermine liberty within the US itself. Option B accurately captures this core divergence.",B,0.05,0.9,0.03,0.02,B,gemini-2.5-flash,sat_en
32,"{
""Reasoning"": ""Passage 1 portrays an optimistic view of American expansion, suggesting islanders will welcome U.S. governance and even seek citizenship. Passage 2 directly counters this, arguing that all people inherently desire liberty and will resist foreign domination. Bryan explicitly states that 'subject races' will 'protest' and 'resist' and that no people would 'welcome a foreign master.' This demonstrates Bryan would find Beveridge's expectation that islanders would embrace American rule to be naive, as it ignores the universal desire for self-governance."",
""Answer"": ""D"",
""A"": 0.05,
""B"": 0.05,
""C"": 0.05,
""D"": 0.85
}",D,True,True,"Passage 1 portrays an optimistic view of American expansion, suggesting islanders will welcome U.S. governance and even seek citizenship. Passage 2 directly counters this, arguing that all people inherently desire liberty and will resist foreign domination. Bryan explicitly states that 'subject races' will 'protest' and 'resist' and that no people would 'welcome a foreign master.' This demonstrates Bryan would find Beveridge's expectation that islanders would embrace American rule to be naive, as it ignores the universal desire for self-governance.",D,0.05,0.05,0.05,0.85,D,gemini-2.5-flash,sat_en
33,"{
""Reasoning"": ""The passage repeatedly states that exposure to light, specifically sunlight, 'induces' or 'stimulates' seed germination (lines 15-16, 29-30, 35-38). Germination is the initial stage of a seed's development into a seedling. Therefore, light allows seeds to begin to develop."",
""Answer"": ""A"",
""A"": 1.0,
""B"": 0.0,
""C"": 0.0,
""D"": 0.0
}",A,True,True,"The passage repeatedly states that exposure to light, specifically sunlight, 'induces' or 'stimulates' seed germination (lines 15-16, 29-30, 35-38). Germination is the initial stage of a seed's development into a seedling. Therefore, light allows seeds to begin to develop.",A,1.0,0.0,0.0,0.0,A,gemini-2.5-flash,sat_en
34,"{
""Reasoning"": ""The passage explicitly states that 'No crops were planted in these pilot experiments, to avoid possible competition with the emerging weeds.' This implies that if crops like wheat or corn had been planted, they would have competed with the weeds for resources. This competition would likely reduce the overall weed growth, leading to a lower percentage of the surface covered by weeds compared to the results observed without crop competition."",
""Answer"": ""A"",
""A"": 0.95,
""B"": 0.01,
""C"": 0.02,
""D"": 0.02
}",A,True,True,"The passage explicitly states that 'No crops were planted in these pilot experiments, to avoid possible competition with the emerging weeds.' This implies that if crops like wheat or corn had been planted, they would have competed with the weeds for resources. This competition would likely reduce the overall weed growth, leading to a lower percentage of the surface covered by weeds compared to the results observed without crop competition.",A,0.95,0.01,0.02,0.02,A,gemini-2.5-flash,sat_en
35,"{
""Reasoning"": ""The question asks to identify the soil sample with the fewest emerged seedlings when disturbed in darkness. By examining the 'Number of emerged seedlings in soil disturbed in darkness' column in the provided table, Sample A shows 0 emerged seedlings, which is the lowest number among all samples. Therefore, Sample A is the correct answer."",
""Answer"": ""A"",
""A"": 1.0,
""B"": 0.0,
""C"": 0.0,
""D"": 0.0
}",A,True,True,"The question asks to identify the soil sample with the fewest emerged seedlings when disturbed in darkness. By examining the 'Number of emerged seedlings in soil disturbed in darkness' column in the provided table, Sample A shows 0 emerged seedlings, which is the lowest number among all samples. Therefore, Sample A is the correct answer.",A,1.0,0.0,0.0,0.0,A,gemini-2.5-flash,sat_en
