Question ID,content,answer,correct_format,coerce,Reasoning,Answer,A,B,C,D,correct_answer,model,dataset
10,"{
""Reasoning"": ""The passage's core argument centers on a critical moment of choice for educated women. The narrator explicitly frames the situation as a decision point: \""we have to ask ourselves, here and now, do we wish to join that procession, or don't we? On what terms shall we join that procession?\"" This highlights that the central claim is about women confronting the existing male-dominated professional world (the \""procession\"") and needing to decide how, or if, they will participate. The other options are less central; the passage questions rather than asserts transformation (D) and focuses on the present choice, not past effects (C)."",
""Answer"": ""A"",
""A"": 0.9,
""B"": 0.02,
""C"": 0.03,
""D"": 0.05
}",A,True,True,"The passage's core argument centers on a critical moment of choice for educated women. The narrator explicitly frames the situation as a decision point: ""we have to ask ourselves, here and now, do we wish to join that procession, or don't we? On what terms shall we join that procession?"" This highlights that the central claim is about women confronting the existing male-dominated professional world (the ""procession"") and needing to decide how, or if, they will participate. The other options are less central; the passage questions rather than asserts transformation (D) and focuses on the present choice, not past effects (C).",A,0.9,0.02,0.03,0.05,A,gemini-2.5-pro,sat_en
11,"{
""Reasoning"": ""The passage explicitly states the bridge is an \""admirable vantage ground for us to make a survey.\"" The narrator's stated purpose is to observe the \""procession of the sons of educated men\"" heading to their workplaces in the city and Westminster, which are visible from the bridge. While the setting could be for reflection (A), the narrator says, \""But not now.\"" While it may be symbolic (D), the primary reason given in the text is the practical one of providing a clear view for observation."",
""Answer"": ""B"",
""A"": 0.05,
""B"": 0.85,
""C"": 0.02,
""D"": 0.08
}",B,True,True,"The passage explicitly states the bridge is an ""admirable vantage ground for us to make a survey."" The narrator's stated purpose is to observe the ""procession of the sons of educated men"" heading to their workplaces in the city and Westminster, which are visible from the bridge. While the setting could be for reflection (A), the narrator says, ""But not now."" While it may be symbolic (D), the primary reason given in the text is the practical one of providing a clear view for observation.",B,0.05,0.85,0.02,0.08,B,gemini-2.5-pro,sat_en
12,"{
""Reasoning"": ""The passage explicitly describes a change that has occurred \""for the past twenty years or so.\"" Previously, the narrator and other women could only watch the \""procession of the sons of educated men.\"" Now, however, \""we go ourselves\"" at the \""tail end of the procession.\"" This directly states that the procession's membership, once exclusively for educated men's sons, has begun to include women. This makes the procession less exclusionary than it was in the past, providing the primary motivation for the narrator's reflection."",
""Answer"": ""D"",
""A"": 0.1,
""B"": 0.02,
""C"": 0.03,
""D"": 0.85
}",D,True,True,"The passage explicitly describes a change that has occurred ""for the past twenty years or so."" Previously, the narrator and other women could only watch the ""procession of the sons of educated men."" Now, however, ""we go ourselves"" at the ""tail end of the procession."" This directly states that the procession's membership, once exclusively for educated men's sons, has begun to include women. This makes the procession less exclusionary than it was in the past, providing the primary motivation for the narrator's reflection.",D,0.1,0.02,0.03,0.85,D,gemini-2.5-pro,sat_en
13,"{
""Reasoning"": ""The question asks for a positive effect of space mining according to Passage 1. The passage explicitly states that within a few decades, space mining firms \""may be meeting earthly demands for precious metals, such as platinum and gold, and the rare earth elements vital for personal electronics.\"" This directly supports the idea that space mining could yield materials important to Earth's economy. The other options are either not mentioned in Passage 1 (C, D) or are contradicted by economic principles (B), as an increased supply would likely lower, not raise, prices."",
""Answer"": ""A"",
""A"": 0.95,
""B"": 0.01,
""C"": 0.02,
""D"": 0.02
}",A,True,True,"The question asks for a positive effect of space mining according to Passage 1. The passage explicitly states that within a few decades, space mining firms ""may be meeting earthly demands for precious metals, such as platinum and gold, and the rare earth elements vital for personal electronics."" This directly supports the idea that space mining could yield materials important to Earth's economy. The other options are either not mentioned in Passage 1 (C, D) or are contradicted by economic principles (B), as an increased supply would likely lower, not raise, prices.",A,0.95,0.01,0.02,0.02,A,gemini-2.5-pro,sat_en
14,"{
""Reasoning"": ""Passage 2 begins by acknowledging the economic potential of space mining but immediately pivots, stating, \""But before the miners start firing up their rockets, we should pause for thought.\"" The author continues that the consequences \""merit careful consideration.\"" The rest of the passage explores these considerations: ethical principles, sustainability, legal frameworks, and regulation. This aligns perfectly with option B, which encapsulates this core message of urging thoughtful consideration of the effects of space mining before it proceeds. The other options are either too specific, not the central point, or contradicted by the text."",
""Answer"": ""B"",
""A"": 0.05,
""B"": 0.9,
""C"": 0.025,
""D"": 0.025
}",B,True,True,"Passage 2 begins by acknowledging the economic potential of space mining but immediately pivots, stating, ""But before the miners start firing up their rockets, we should pause for thought."" The author continues that the consequences ""merit careful consideration."" The rest of the passage explores these considerations: ethical principles, sustainability, legal frameworks, and regulation. This aligns perfectly with option B, which encapsulates this core message of urging thoughtful consideration of the effects of space mining before it proceeds. The other options are either too specific, not the central point, or contradicted by the text.",B,0.05,0.9,0.025,0.025,B,gemini-2.5-pro,sat_en
15,"{
""Reasoning"": ""Passage 1 describes the rise of the space mining industry with an optimistic, forward-looking tone, detailing specific companies and potential resources. Passage 2 acknowledges these developments but adopts a cautious, critical perspective. It does not refute that space mining is happening (A), nor does it focus on its impracticality (C). Instead, it urges a \""pause for thought\"" and discusses the need for ethical and legal frameworks, which are clear \""reservations\"" about the unchecked progress detailed in Passage 1. The shared reference to the Sydney forum directly links the two discussions."",
""Answer"": ""D"",
""A"": 0.02,
""B"": 0.02,
""C"": 0.01,
""D"": 0.95
}",D,True,True,"Passage 1 describes the rise of the space mining industry with an optimistic, forward-looking tone, detailing specific companies and potential resources. Passage 2 acknowledges these developments but adopts a cautious, critical perspective. It does not refute that space mining is happening (A), nor does it focus on its impracticality (C). Instead, it urges a ""pause for thought"" and discusses the need for ethical and legal frameworks, which are clear ""reservations"" about the unchecked progress detailed in Passage 1. The shared reference to the Sydney forum directly links the two discussions.",D,0.02,0.02,0.01,0.95,D,gemini-2.5-pro,sat_en
16,"{
""Reasoning"": ""The question asks for a point that is implicit in Passage 1 and explicit in Passage 2. Passage 1 implies that resources valued in space will differ from those on Earth by highlighting water's immense value for survival and fuel, contrasting it with gold which is valuable on Earth but \""useless\"" in space. Passage 2 makes this point explicitly, stating, \""The resources that are valuable in orbit and beyond may be very different to those we prize on Earth.\"" Option A directly captures this idea."",
""Answer"": ""A"",
""A"": 0.95,
""B"": 0.01,
""C"": 0.02,
""D"": 0.02
}",A,True,True,"The question asks for a point that is implicit in Passage 1 and explicit in Passage 2. Passage 1 implies that resources valued in space will differ from those on Earth by highlighting water's immense value for survival and fuel, contrasting it with gold which is valuable on Earth but ""useless"" in space. Passage 2 makes this point explicitly, stating, ""The resources that are valuable in orbit and beyond may be very different to those we prize on Earth."" Option A directly captures this idea.",A,0.95,0.01,0.02,0.02,A,gemini-2.5-pro,sat_en
17,"{
""Reasoning"": ""The narrator consistently uses the first-person plural (\""us,\"" \""we\"") when describing the students in the one-room schoolhouse. For instance, the narrator says, \""What we really wanted to know about—all twenty-six of us across seven grade levels.\"" The narrator also refers to their \""little brother Ralphord,\"" who is also in the class. These details directly place the narrator in the classroom as one of Miss Spivey's students. Since the events are recalled from the past, \""former student\"" is the most accurate description."",
""Answer"": ""A"",
""A"": 0.97,
""B"": 0.01,
""C"": 0.01,
""D"": 0.01
}",A,True,True,"The narrator consistently uses the first-person plural (""us,"" ""we"") when describing the students in the one-room schoolhouse. For instance, the narrator says, ""What we really wanted to know about—all twenty-six of us across seven grade levels."" The narrator also refers to their ""little brother Ralphord,"" who is also in the class. These details directly place the narrator in the classroom as one of Miss Spivey's students. Since the events are recalled from the past, ""former student"" is the most accurate description.",A,0.97,0.01,0.01,0.01,A,gemini-2.5-pro,sat_en
18,"{
""Reasoning"": ""The passage describes Threestep as a place where the WPA sent Miss Spivey after she requested to go to the \""poorest, darkest, most remote and forgotten corner of America.\"" Further details, like the one-room schoolhouse serving seven grade levels and the mention of \""Hard times,\"" strongly support the image of a small, impoverished rural community. The other options are contradicted by the text, which highlights poverty and isolation, not vacationing, higher education, or suburban comfort."",
""Answer"": ""B"",
""A"": 0.01,
""B"": 0.97,
""C"": 0.01,
""D"": 0.01
}",B,True,True,"The passage describes Threestep as a place where the WPA sent Miss Spivey after she requested to go to the ""poorest, darkest, most remote and forgotten corner of America."" Further details, like the one-room schoolhouse serving seven grade levels and the mention of ""Hard times,"" strongly support the image of a small, impoverished rural community. The other options are contradicted by the text, which highlights poverty and isolation, not vacationing, higher education, or suburban comfort.",B,0.01,0.97,0.01,0.01,B,gemini-2.5-pro,sat_en
19,"{
""Reasoning"": ""The passage states that Miss Spivey's remark about the heat \""irritated some of the people gathered to welcome her.\"" The narrator explains this reaction: \""When folks are sweating through their shorts, they don't like to hear that this is nothing compared to someplace else.\"" This directly supports the idea that the townspeople resented her for downplaying or minimizing their current discomfort. The other options are not supported by the text; the people are not sympathetic, disappointed about her tenure, or embarrassed in this specific moment."",
""Answer"": ""D"",
""A"": 0.0,
""B"": 0.05,
""C"": 0.05,
""D"": 0.9
}",D,True,True,"The passage states that Miss Spivey's remark about the heat ""irritated some of the people gathered to welcome her."" The narrator explains this reaction: ""When folks are sweating through their shorts, they don't like to hear that this is nothing compared to someplace else."" This directly supports the idea that the townspeople resented her for downplaying or minimizing their current discomfort. The other options are not supported by the text; the people are not sympathetic, disappointed about her tenure, or embarrassed in this specific moment.",D,0.0,0.05,0.05,0.9,D,gemini-2.5-pro,sat_en
20,"{
""Reasoning"": ""The interaction highlights Miss Spivey's worldliness and her naivete about her new students' lives. When Ralphord mispronounces \""Barnard\"" as \""Barnyard,\"" Miss Spivey corrects him by explaining its connection to Columbia University, which she \""expected, we all had heard\"" of. This assumption is unrealistic for children in a one-room school in rural 1938 Georgia. This reveals her exaggerated view of what constitutes common knowledge. The other options mischaracterize either Ralphord, who is naive rather than precocious, or the dynamic, which is not purely doting or amusing."",
""Answer"": ""A"",
""A"": 0.9,
""B"": 0.03,
""C"": 0.05,
""D"": 0.02
}",A,True,True,"The interaction highlights Miss Spivey's worldliness and her naivete about her new students' lives. When Ralphord mispronounces ""Barnard"" as ""Barnyard,"" Miss Spivey corrects him by explaining its connection to Columbia University, which she ""expected, we all had heard"" of. This assumption is unrealistic for children in a one-room school in rural 1938 Georgia. This reveals her exaggerated view of what constitutes common knowledge. The other options mischaracterize either Ralphord, who is naive rather than precocious, or the dynamic, which is not purely doting or amusing.",A,0.9,0.03,0.05,0.02,A,gemini-2.5-pro,sat_en
21,"{
""Reasoning"": ""The passage outlines a clear sequence of events. Miss Spivey was inspired to teach by John Dewey, went to Teacher's College, and two years later, told a woman from the WPA she wanted a post in the \""poorest, darkest, most remote and forgotten corner of America.\"" The very next sentence states, \""They sent her to Threestep, Georgia.\"" This demonstrates a direct cause-and-effect relationship between her conversation with the WPA representative and her specific assignment to Threestep. The other options are either earlier influences or unstated assumptions."",
""Answer"": ""C"",
""A"": 0.02,
""B"": 0.03,
""C"": 0.94,
""D"": 0.01
}",C,True,True,"The passage outlines a clear sequence of events. Miss Spivey was inspired to teach by John Dewey, went to Teacher's College, and two years later, told a woman from the WPA she wanted a post in the ""poorest, darkest, most remote and forgotten corner of America."" The very next sentence states, ""They sent her to Threestep, Georgia."" This demonstrates a direct cause-and-effect relationship between her conversation with the WPA representative and her specific assignment to Threestep. The other options are either earlier influences or unstated assumptions.",C,0.02,0.03,0.94,0.01,C,gemini-2.5-pro,sat_en
22,"{
""Reasoning"": ""The passage states that after Miss Spivey mentioned seeing camels, the students \""hung there for a minute, thinking hard.\"" This indicates a state of confusion, not delight or fascination. Their struggle to understand is resolved only when another student, Mavis, provides a familiar context (\""like the three kings rode to Bethlehem\""). This need for clarification shows that the students were initially perplexed or baffled by the unfamiliar concept of camels, making \""baffled\"" the most accurate description of their reaction."",
""Answer"": ""C"",
""A"": 0.02,
""B"": 0.03,
""C"": 0.94,
""D"": 0.01
}",C,True,True,"The passage states that after Miss Spivey mentioned seeing camels, the students ""hung there for a minute, thinking hard."" This indicates a state of confusion, not delight or fascination. Their struggle to understand is resolved only when another student, Mavis, provides a familiar context (""like the three kings rode to Bethlehem""). This need for clarification shows that the students were initially perplexed or baffled by the unfamiliar concept of camels, making ""baffled"" the most accurate description of their reaction.",C,0.02,0.03,0.94,0.01,C,gemini-2.5-pro,sat_en
23,"{
""Reasoning"": ""The first paragraph describes the beliefs of the early 1990s. It explicitly states, \""Sensations of pressure and vibration were believed to travel only along myelinated, fast-signaling nerve fibers.\"" Based on this belief, blocking these fast fibers would logically lead to an impairment in the ability to perceive both pressure and vibration. Therefore, textbook authors of that era would have expected the ability to perceive vibrations to be impaired."",
""Answer"": ""D"",
""A"": 0.02,
""B"": 0.02,
""C"": 0.01,
""D"": 0.95
}",D,True,True,"The first paragraph describes the beliefs of the early 1990s. It explicitly states, ""Sensations of pressure and vibration were believed to travel only along myelinated, fast-signaling nerve fibers."" Based on this belief, blocking these fast fibers would logically lead to an impairment in the ability to perceive both pressure and vibration. Therefore, textbook authors of that era would have expected the ability to perceive vibrations to be impaired.",D,0.02,0.02,0.01,0.95,D,gemini-2.5-pro,sat_en
24,"{
""Reasoning"": ""The question asks for the conclusion of Olausson's 1993 experiment. The passage states this experiment was designed to see if \""slow fibers responsive to gentle pressure might be active in humans.\"" The results showed that soft stroking produced \""two different signals, one immediate and one delayed.\"" The immediate signal corresponds to known fast fibers, while the delayed signal confirmed the presence of slow fibers also responding to this gentle touch. This directly supports the conclusion that gentle pressure is sensed by both fast and slow fibers."",
""Answer"": ""C"",
""A"": 0.02,
""B"": 0.02,
""C"": 0.94,
""D"": 0.02
}",C,True,True,"The question asks for the conclusion of Olausson's 1993 experiment. The passage states this experiment was designed to see if ""slow fibers responsive to gentle pressure might be active in humans."" The results showed that soft stroking produced ""two different signals, one immediate and one delayed."" The immediate signal corresponds to known fast fibers, while the delayed signal confirmed the presence of slow fibers also responding to this gentle touch. This directly supports the conclusion that gentle pressure is sensed by both fast and slow fibers.",C,0.02,0.02,0.94,0.02,C,gemini-2.5-pro,sat_en
25,"{
""Reasoning"": ""The passage states that in 1999, the group aimed to \""look more closely at the characteristics of the slow fibers.\"" The experiment found these fibers had an \""'exquisite sensitivity' to slow, gentle tactile stimulation, but unresponsiveness to noxious stimuli like pinpricks.\"" This investigation into what the fibers respond to (gentle touch) and what they don't (pain) is best summarized as determining the precise nature of the sensations they convey. The other options are either too narrow (C), a subsequent finding (B), or describe studying the method itself (D)."",
""Answer"": ""A"",
""A"": 0.90,
""B"": 0.03,
""C"": 0.06,
""D"": 0.01
}",A,True,True,"The passage states that in 1999, the group aimed to ""look more closely at the characteristics of the slow fibers."" The experiment found these fibers had an ""'exquisite sensitivity' to slow, gentle tactile stimulation, but unresponsiveness to noxious stimuli like pinpricks."" This investigation into what the fibers respond to (gentle touch) and what they don't (pain) is best summarized as determining the precise nature of the sensations they convey. The other options are either too narrow (C), a subsequent finding (B), or describe studying the method itself (D).",A,0.9,0.03,0.06,0.01,A,gemini-2.5-pro,sat_en
26,"{
""Reasoning"": ""The passage explicitly contrasts the fMRI results of G.L. with those of \""normal subjects.\"" Lines 86-90 state that in normal subjects, \""both the somatosensory and insular cortices were activated,\"" but when brushing G.L.'s arm, \""only the insular cortex...was active.\"" This is a direct comparison showing a difference in the number of brain cortices activated (two versus one) during the experiment. The other options are not supported by the information provided in the passage."",
""Answer"": ""A"",
""A"": 0.97,
""B"": 0.01,
""C"": 0.01,
""D"": 0.01
}",A,True,True,"The passage explicitly contrasts the fMRI results of G.L. with those of ""normal subjects."" Lines 86-90 state that in normal subjects, ""both the somatosensory and insular cortices were activated,"" but when brushing G.L.'s arm, ""only the insular cortex...was active."" This is a direct comparison showing a difference in the number of brain cortices activated (two versus one) during the experiment. The other options are not supported by the information provided in the passage.",A,0.97,0.01,0.01,0.01,A,gemini-2.5-pro,sat_en
27,"{
""Reasoning"": ""The passage culminates in the conclusion that CT fibers are responsible for the emotional aspect of touch. The key evidence is the study of patient G.L., who lacked fast-conducting nerves but retained her slow-conducting CT fibers. When her arm was brushed, stimulating these fibers, she reported a 'pleasant sensation,' and fMRI scans showed activity in the insular cortex, the brain's emotion center. The text explicitly states CT fibers 'convey a more emotional quality of touch' and 'provide pleasurable sensations,' making B the most direct and well-supported answer."",
""Answer"": ""B"",
""A"": 0.0,
""B"": 0.95,
""C"": 0.02,
""D"": 0.03
}",B,True,True,"The passage culminates in the conclusion that CT fibers are responsible for the emotional aspect of touch. The key evidence is the study of patient G.L., who lacked fast-conducting nerves but retained her slow-conducting CT fibers. When her arm was brushed, stimulating these fibers, she reported a 'pleasant sensation,' and fMRI scans showed activity in the insular cortex, the brain's emotion center. The text explicitly states CT fibers 'convey a more emotional quality of touch' and 'provide pleasurable sensations,' making B the most direct and well-supported answer.",B,0.0,0.95,0.02,0.03,B,gemini-2.5-pro,sat_en
28,"{
""Reasoning"": ""The passage opens by stating, \""It is a noble land that God has given us...\"" and later refers to a \""glorious history our God has bestowed upon His chosen people.\"" Beveridge consistently frames America's vastness, resources, and history as presents from a divine entity to a \""chosen people.\"" This directly supports the idea that the land and its immensity are a divine gift. Other options are either contradicted by the text (B) or are secondary inferences not central to the main assertion (A, D)."",
""Answer"": ""C"",
""A"": 0.05,
""B"": 0.0,
""C"": 0.9,
""D"": 0.05
}",C,True,True,"The passage opens by stating, ""It is a noble land that God has given us..."" and later refers to a ""glorious history our God has bestowed upon His chosen people."" Beveridge consistently frames America's vastness, resources, and history as presents from a divine entity to a ""chosen people."" This directly supports the idea that the land and its immensity are a divine gift. Other options are either contradicted by the text (B) or are secondary inferences not central to the main assertion (A, D).",C,0.05,0.0,0.9,0.05,C,gemini-2.5-pro,sat_en
29,"{
""Reasoning"": ""The author of Passage 2, Bryan, argues that the desire for self-rule is a fundamental human trait. He states that even if historical examples of liberty were forgotten, a \""war of conquest would still leave its legacy of perpetual hatred, for it was God himself who placed in every human heart the love of liberty.\"" This explicit statement supports the idea that the preference for sovereignty is not learned or a reaction, but is instead an inherent, universal, and innate drive common to all people."",
""Answer"": ""D"",
""A"": ""0.05"",
""B"": ""0.05"",
""C"": ""0.10"",
""D"": ""0.80""
}",D,True,True,"The author of Passage 2, Bryan, argues that the desire for self-rule is a fundamental human trait. He states that even if historical examples of liberty were forgotten, a ""war of conquest would still leave its legacy of perpetual hatred, for it was God himself who placed in every human heart the love of liberty."" This explicit statement supports the idea that the preference for sovereignty is not learned or a reaction, but is instead an inherent, universal, and innate drive common to all people.",D,0.05,0.05,0.1,0.8,D,gemini-2.5-pro,sat_en
